Subject,Name,Hierarchy,Correct,Fact-id,RT,Question_type
7,levi,True,False,27,1406.3759765625,Non-Species
7,levi,True,False,21,2353.106201171875,Non-Species
7,levi,True,False,15,2243.001220703125,Non-Species
7,levi,True,False,24,3451.0908203125,Non-Species
7,levi,True,True,22,10088.36181640625,Non-Species
7,levi,True,True,23,1249.0908203125,Non-Species
7,levi,True,False,13,1699.6650390625,Non-Species
7,levi,True,False,18,1699.6650390625,Non-Species
7,levi,True,False,26,2042.48095703125,Non-Species
7,levi,True,False,16,1687.129150390625,Non-Species
7,levi,True,True,21,3178.94384765625,Non-Species
7,levi,True,False,26,3178.94384765625,Non-Species
7,levi,True,False,16,1422.214111328125,Non-Species
7,levi,True,True,24,2921.462158203125,Non-Species
7,levi,True,False,27,2921.462158203125,Non-Species
7,levi,True,True,22,2453.615966796875,Non-Species
7,levi,True,False,14,1823.43505859375,Non-Species
7,levi,True,False,15,2697.526611328125,Non-Species
7,levi,True,False,25,1489.826171875,Non-Species
7,levi,True,False,14,1456.293701171875,Non-Species
7,levi,True,True,13,1841.307861328125,Non-Species
7,levi,True,False,25,2328.148681640625,Non-Species
7,levi,True,False,18,2328.148681640625,Non-Species
7,levi,True,False,29,1472.64404296875,Non-Species
7,levi,True,False,20,1708.0009765625,Non-Species
7,levi,True,False,27,1708.0009765625,Non-Species
7,levi,True,False,29,2216.446044921875,Non-Species
7,levi,True,True,21,4303.370849609375,Non-Species
7,levi,True,False,20,1826.9208984375,Non-Species
7,levi,True,True,26,2289.745361328125,Non-Species
7,levi,True,False,16,1582.339111328125,Non-Species
7,levi,True,True,18,1262.823974609375,Non-Species
7,levi,True,False,15,3532.379150390625,Non-Species
7,levi,True,True,14,1530.248046875,Non-Species
7,levi,True,True,27,1958.144775390625,Non-Species
7,levi,True,True,24,2196.474609375,Non-Species
7,levi,True,True,25,2073.91796875,Non-Species
7,levi,True,True,22,1453.64111328125,Non-Species
7,levi,True,False,19,1056.187744140625,Non-Species
7,levi,True,False,29,13038.812255859375,Non-Species
7,levi,True,True,16,1478.168212890625,Non-Species
7,levi,True,False,19,1478.168212890625,Non-Species
7,levi,True,True,15,1499.987060546875,Non-Species
7,levi,True,False,13,2062.375,Non-Species
7,levi,True,True,20,2638.10986328125,Non-Species
7,levi,True,True,21,4107.8291015625,Non-Species
7,levi,True,True,18,1713.67919921875,Non-Species
7,levi,True,True,29,1750.958984375,Non-Species
7,levi,True,True,27,1631.442138671875,Non-Species
7,levi,True,True,23,2959.951904296875,Non-Species
7,levi,True,False,10,6830.9169921875,Species
7,levi,True,True,13,2109.498046875,Non-Species
7,levi,True,True,10,2092.293212890625,Species
7,levi,True,False,19,1758.32568359375,Non-Species
7,levi,True,True,15,1321.8203125,Non-Species
7,levi,True,True,24,1782.56640625,Non-Species
7,levi,True,True,16,1369.425048828125,Non-Species
7,levi,True,False,7,1599.973876953125,Species
7,levi,True,True,22,1713.7216796875,Non-Species
7,levi,True,True,7,7172.406005859375,Species
7,levi,True,True,21,8665.19921875,Non-Species
7,levi,True,False,19,4150.0712890625,Non-Species
7,levi,True,True,10,1624.965087890625,Species
7,levi,True,True,18,3413.84619140625,Non-Species
7,levi,True,True,29,1153.599853515625,Non-Species
7,levi,True,True,27,2225.280029296875,Non-Species
7,levi,True,True,21,1282.8330078125,Non-Species
7,levi,True,True,19,1225.865234375,Non-Species
7,levi,True,True,7,2391.160888671875,Species
7,levi,True,True,15,1423.423095703125,Non-Species
7,levi,True,True,13,1334.680908203125,Non-Species
7,levi,True,True,20,2008.219970703125,Non-Species
7,levi,True,False,9,1362.34814453125,Species
7,levi,True,True,16,2138.302978515625,Non-Species
7,levi,True,True,9,2025.599853515625,Species
7,levi,True,True,23,2615.245849609375,Non-Species
7,levi,True,True,21,1788.33251953125,Non-Species
7,levi,True,True,19,1683.75439453125,Non-Species
7,levi,True,False,8,4889.68701171875,Species
7,levi,True,True,18,1251.6533203125,Non-Species
7,levi,True,False,8,12644.2880859375,Species
7,levi,True,True,26,3236.546142578125,Non-Species
7,levi,True,False,12,4945.48095703125,Species
7,levi,True,True,9,2969.669921875,Species
7,levi,True,True,12,1422.8740234375,Species
7,levi,True,True,24,1453.382568359375,Non-Species
7,levi,True,True,29,2251.4619140625,Non-Species
7,levi,True,True,14,1259.43603515625,Non-Species
7,levi,True,False,6,2164.588134765625,Species
7,levi,True,True,8,15033.033935546875,Species
7,levi,True,False,6,6380.31982421875,Species
7,levi,True,False,19,5226.436767578125,Non-Species
7,levi,True,True,21,5280.208984375,Non-Species
7,levi,True,True,12,2873.41455078125,Species
7,levi,True,False,5,1615.968017578125,Species
7,levi,True,False,8,3726.993408203125,Species
7,levi,True,False,5,2649.80078125,Species
7,levi,True,True,25,1873.997802734375,Non-Species
7,levi,True,False,11,1754.203857421875,Species
7,levi,True,True,19,1363.47412109375,Non-Species
7,levi,True,False,11,4343.433837890625,Species
7,levi,True,False,6,3176.43603515625,Species
7,levi,True,True,8,2295.032958984375,Species
7,levi,True,False,9,2295.032958984375,Species
7,levi,True,True,21,1276.8662109375,Non-Species
7,levi,True,True,27,1635.353759765625,Non-Species
7,levi,True,True,5,1600.760009765625,Species
7,levi,True,True,26,1722.111083984375,Non-Species
7,levi,True,True,6,4659.437744140625,Species
7,levi,True,True,11,2437.7890625,Species
7,levi,True,False,10,2437.7890625,Species
7,levi,True,True,8,3816.142822265625,Species
7,levi,True,True,23,1176.421142578125,Non-Species
7,levi,True,True,6,3135.786865234375,Species
7,levi,True,False,2,2691.35791015625,Species
7,levi,True,True,8,5645.140869140625,Species
7,levi,True,True,2,2117.52978515625,Species
7,levi,True,False,7,5245.6279296875,Species
7,levi,True,True,13,1528.0859375,Non-Species
7,levi,True,True,6,3558.32275390625,Species
7,levi,True,True,8,2733.15087890625,Species
7,levi,True,False,9,2601.858154296875,Species
7,levi,True,True,22,1842.73193359375,Non-Species
8,Loran,True,False,21,2202.639404296875,Non-Species
8,Loran,True,True,24,1280.98779296875,Non-Species
8,Loran,True,False,14,1733.9990234375,Non-Species
8,Loran,True,True,21,2530.740234375,Non-Species
8,Loran,True,False,26,3218.027099609375,Non-Species
8,Loran,True,True,14,890.457275390625,Non-Species
8,Loran,True,False,22,2999.26611328125,Non-Species
8,Loran,True,False,26,8045.029296875,Non-Species
8,Loran,True,False,25,2733.763427734375,Non-Species
8,Loran,True,True,22,4686.478515625,Non-Species
8,Loran,True,True,24,1484.03369140625,Non-Species
8,Loran,True,True,25,5249.423583984375,Non-Species
8,Loran,True,False,15,2905.603271484375,Non-Species
8,Loran,True,False,18,2468.207275390625,Non-Species
8,Loran,True,False,27,2561.935302734375,Non-Species
8,Loran,True,True,15,1265.287353515625,Non-Species
8,Loran,True,False,18,5483.13134765625,Non-Species
8,Loran,True,False,27,8951.0625,Non-Species
8,Loran,True,True,21,1577.7939453125,Non-Species
8,Loran,True,True,14,1031.081298828125,Non-Species
8,Loran,True,True,26,1546.583740234375,Non-Species
8,Loran,True,False,16,2765.018798828125,Non-Species
8,Loran,True,False,29,2858.748046875,Non-Species
8,Loran,True,True,22,1655.933349609375,Non-Species
8,Loran,True,True,16,1265.365234375,Non-Species
8,Loran,True,True,29,1359.09375,Non-Species
8,Loran,True,True,25,1249.739013671875,Non-Species
8,Loran,True,False,20,3280.52197265625,Non-Species
8,Loran,True,False,11,7732.5673828125,Species
8,Loran,True,False,13,2952.514404296875,Non-Species
8,Loran,True,True,20,2046.444580078125,Non-Species
8,Loran,True,True,11,1171.610107421875,Species
8,Loran,True,True,15,2550.97021484375,Non-Species
8,Loran,True,False,13,1234.081298828125,Non-Species
8,Loran,True,True,18,2952.47265625,Non-Species
8,Loran,True,True,27,1218.537353515625,Non-Species
8,Loran,True,False,23,2124.4697265625,Non-Species
8,Loran,True,False,19,3342.997802734375,Non-Species
8,Loran,True,True,16,2483.78955078125,Non-Species
8,Loran,True,True,23,1218.531005859375,Non-Species
8,Loran,True,False,19,7826.368896484375,Non-Species
8,Loran,True,True,29,2702.53759765625,Non-Species
8,Loran,True,False,7,3514.774169921875,Species
8,Loran,True,True,20,1843.35009765625,Non-Species
8,Loran,True,False,9,3186.757568359375,Species
8,Loran,True,False,7,3186.757568359375,Species
8,Loran,True,True,11,1499.64990234375,Species
8,Loran,True,False,9,1499.64990234375,Species
8,Loran,True,True,13,1312.236328125,Non-Species
8,Loran,True,True,23,1031.04443359375,Non-Species
8,Loran,True,False,10,4811.375244140625,Species
8,Loran,True,True,19,2983.722900390625,Non-Species
8,Loran,True,True,10,1858.951904296875,Species
8,Loran,True,True,18,1952.705322265625,Non-Species
8,Loran,True,False,7,1952.705322265625,Species
8,Loran,True,True,9,5936.10205078125,Species
8,Loran,True,True,24,1812.045654296875,Non-Species
8,Loran,True,True,21,1405.930908203125,Non-Species
8,Loran,True,True,10,1405.853515625,Species
8,Loran,True,False,4,6061.09375,Species
8,Loran,True,True,7,5842.315673828125,Species
8,Loran,True,False,4,3795.991455078125,Species
8,Loran,True,True,9,2624.387451171875,Species
8,Loran,True,True,19,1890.18212890625,Non-Species
8,Loran,True,False,8,6061.082763671875,Species
8,Loran,True,True,7,2233.820556640625,Species
8,Loran,True,True,8,1702.693603515625,Species
8,Loran,True,True,26,2749.356689453125,Non-Species
8,Loran,True,True,14,1265.337158203125,Non-Species
8,Loran,True,True,4,1874.561767578125,Species
8,Loran,True,True,29,1374.712646484375,Non-Species
8,Loran,True,True,22,1521.851318359375,Non-Species
8,Loran,True,True,16,1155.966064453125,Non-Species
8,Loran,True,True,15,1843.35791015625,Non-Species
8,Loran,True,True,7,2140.157470703125,Species
8,Loran,True,True,8,2015.228515625,Species
8,Loran,True,False,3,5139.500732421875,Species
8,Loran,True,True,9,3311.801025390625,Species
8,Loran,True,True,3,1156.020263671875,Species
8,Loran,True,True,25,1218.49853515625,Non-Species
8,Loran,True,True,27,1499.647705078125,Non-Species
8,Loran,True,False,12,2905.52587890625,Species
8,Loran,True,True,19,1843.311279296875,Non-Species
8,Loran,True,False,12,1843.311279296875,Species
8,Loran,True,True,9,4581.780029296875,Species
8,Loran,True,True,7,2062.077392578125,Species
8,Loran,True,False,3,2062.077392578125,Species
8,Loran,True,True,18,3936.673583984375,Non-Species
8,Loran,True,True,9,2015.237060546875,Species
8,Loran,True,True,20,2265.128662109375,Non-Species
8,Loran,True,False,12,5061.34716796875,Species
8,Loran,True,False,11,5061.34716796875,Species
8,Loran,True,False,3,5061.34716796875,Species
8,Loran,True,True,23,1296.614013671875,Non-Species
8,Loran,True,True,13,5545.61669921875,Non-Species
8,Loran,True,False,6,3764.814208984375,Species
8,Loran,True,True,12,3061.823974609375,Species
8,Loran,True,True,6,1999.578125,Species
8,Loran,True,True,3,3530.4755859375,Species
8,Loran,True,False,10,8326.227783203125,Species
8,Loran,True,True,26,1609.075439453125,Non-Species
8,Loran,True,True,3,4702.06494140625,Species
8,Loran,True,True,9,3092.991455078125,Species
8,Loran,True,True,6,2733.770263671875,Species
8,Loran,True,False,2,3093.0625,Species
8,Loran,True,True,3,2140.167724609375,Species
8,Loran,True,True,2,1780.88330078125,Species
8,Loran,True,True,13,1359.130615234375,Non-Species
8,Loran,True,True,12,3264.937255859375,Species
8,Loran,True,False,5,6576.632080078125,Species
8,Loran,True,True,10,7076.509765625,Species
8,Loran,True,True,5,2405.760986328125,Species
8,Loran,True,True,3,3186.834228515625,Species
8,Loran,True,True,2,1609.07275390625,Species
8,Loran,True,True,4,3593.463623046875,Species
8,Loran,True,True,8,13543.73974609375,Species
8,Loran,True,True,3,2296.41162109375,Species
8,Loran,True,True,10,2577.56103515625,Species
8,Loran,True,True,5,1343.47021484375,Species
8,Loran,True,False,1,4327.12060546875,Species
8,Loran,True,True,9,2046.427978515625,Species
8,Loran,True,True,1,1093.542236328125,Species
8,Loran,True,True,7,4202.183837890625,Species
8,Loran,True,True,12,8904.211669921875,Species
8,Loran,True,True,3,1858.943115234375,Species
8,Loran,True,True,4,3030.575439453125,Species
8,Loran,True,True,6,9716.51123046875,Species
8,Loran,True,True,8,3749.208740234375,Species
8,Loran,True,True,1,1843.357666015625,Species
8,Loran,True,True,12,2640.056396484375,Species
8,Loran,True,True,18,2296.337158203125,Non-Species
8,Loran,True,True,10,4577.15185546875,Species
8,Loran,True,True,13,1109.15771484375,Non-Species
8,Loran,True,True,3,2702.527099609375,Species
8,Loran,True,True,8,5529.9970703125,Species
8,Loran,True,True,9,1890.205322265625,Species
8,Loran,True,False,4,2062.11328125,Species
8,Loran,True,False,11,2062.11328125,Species
